directory,psnr_mean,ssim_mean,tv_mean,brisque_mean,clip_iqa_mean,size_mb,duration_s,bitrate_kbps
/home/tpei0009/STSTNet/generated5k_mmewAU/000106_mmew_0,36.62433710415197,0.9409542309321466,4.603531837463379,28.15570068359375,0.2530372068285942,0.0055065155029296875,0.08,577.4
/home/tpei0009/STSTNet/generated5k_mmewAU/000106_mmew_1,35.162334065247606,0.9483852187096335,4.581251859664917,26.60552978515625,0.2876043915748596,0.0055084228515625,0.08,577.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000106_mmew_2,36.93517289732065,0.9624939308857667,4.648236989974976,25.586517333984375,0.29399818181991577,0.005551338195800781,0.08,582.1
/home/tpei0009/STSTNet/generated5k_mmewAU/000116_mmew_0,39.1618400723612,0.9869698099842957,7.273204326629639,28.75213623046875,0.6272794604301453,0.0065975189208984375,0.08,691.8
/home/tpei0009/STSTNet/generated5k_mmewAU/000116_mmew_1,41.841802980742585,0.9927148167815055,7.070394992828369,33.11151123046875,0.5269419252872467,0.006449699401855469,0.08,676.3
/home/tpei0009/STSTNet/generated5k_mmewAU/000116_mmew_2,38.60780161442455,0.9848653567608634,7.550698280334473,32.2265625,0.5810966193675995,0.006615638732910156,0.08,693.7
/home/tpei0009/STSTNet/generated5k_mmewAU/000126_mmew_0,40.24138874332408,0.9910017701489555,7.73778510093689,25.05078125,0.2470397800207138,0.006565093994140625,0.08,688.4
/home/tpei0009/STSTNet/generated5k_mmewAU/000126_mmew_1,40.618330291257045,0.990991623190924,8.11327600479126,27.981658935546875,0.5416907966136932,0.006755828857421875,0.08,708.4
/home/tpei0009/STSTNet/generated5k_mmewAU/000126_mmew_2,37.10921948622477,0.9767218229915055,7.701425075531006,25.843841552734375,0.25992075353860855,0.00665283203125,0.08,697.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000129_mmew_0,35.320461609330785,0.9683900439387577,8.43498945236206,9.490509033203125,0.5815508365631104,0.006937980651855469,0.08,727.5
/home/tpei0009/STSTNet/generated5k_mmewAU/000129_mmew_1,40.30874815740974,0.9901694532288366,8.818886280059814,12.299468994140625,0.5256162583827972,0.007129669189453125,0.08,747.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000129_mmew_2,36.740996071666984,0.9744133609233326,8.49195671081543,16.9229736328125,0.5158779621124268,0.007096290588378906,0.08,744.1
/home/tpei0009/STSTNet/generated5k_mmewAU/000215_mmew_0,100.0,1.0,8.115442276000977,21.0601806640625,0.8164324164390564,0.006610870361328125,0.08,693.2
/home/tpei0009/STSTNet/generated5k_mmewAU/000215_mmew_1,36.27587868845825,0.9771699757259529,7.93740177154541,22.06719970703125,0.8341315686702728,0.006710052490234375,0.08,703.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000215_mmew_2,38.83602187736349,0.9879040601220783,8.183090209960938,21.6243896484375,0.8271058797836304,0.0067291259765625,0.08,705.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000267_mmew_0,37.79436258567111,0.9784082156903802,7.749065160751343,19.193695068359375,0.4535954147577286,0.0068607330322265625,0.08,719.4
/home/tpei0009/STSTNet/generated5k_mmewAU/000267_mmew_1,41.52560656254402,0.9912200079652426,7.843290328979492,19.9227294921875,0.47909116744995117,0.006726264953613281,0.08,705.3
/home/tpei0009/STSTNet/generated5k_mmewAU/000267_mmew_2,40.114745226752746,0.9854929741818453,8.017834663391113,17.719940185546875,0.4582184851169586,0.0067958831787109375,0.08,712.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000284_mmew_0,40.55705093479762,0.9897995616641242,5.3485426902771,40.552886962890625,0.7489102482795715,0.005915641784667969,0.08,620.3
/home/tpei0009/STSTNet/generated5k_mmewAU/000284_mmew_1,40.837239305729504,0.9893395124020943,5.270131349563599,46.555267333984375,0.7956480979919434,0.005825042724609375,0.08,610.8
/home/tpei0009/STSTNet/generated5k_mmewAU/000284_mmew_2,44.97980118757964,0.9953457918705748,5.2510597705841064,46.251678466796875,0.7815889418125153,0.005755424499511719,0.08,603.5
/home/tpei0009/STSTNet/generated5k_mmewAU/000301_mmew_0,38.97723428907719,0.9828079741193894,7.1688232421875,19.982940673828125,0.47101904451847076,0.006305694580078125,0.08,661.2
/home/tpei0009/STSTNet/generated5k_mmewAU/000301_mmew_1,39.765871882076894,0.9879062305592334,7.651206731796265,18.74395751953125,0.6879390776157379,0.00667572021484375,0.08,700.0
/home/tpei0009/STSTNet/generated5k_mmewAU/000301_mmew_2,39.602248119883456,0.9882069301135569,7.518006801605225,19.5672607421875,0.4708448648452759,0.006491661071777344,0.08,680.7
/home/tpei0009/STSTNet/generated5k_mmewAU/000340_mmew_0,38.696719567152186,0.9862602446787819,7.828312158584595,12.432098388671875,0.8023891150951385,0.00701141357421875,0.08,735.2
/home/tpei0009/STSTNet/generated5k_mmewAU/000340_mmew_1,100.0,1.0,7.685988426208496,8.2974853515625,0.6499306559562683,0.006927490234375,0.08,726.4
/home/tpei0009/STSTNet/generated5k_mmewAU/000340_mmew_2,33.72323433912755,0.9445723680988696,7.848560094833374,13.023651123046875,0.7831975519657135,0.007029533386230469,0.08,737.1
/home/tpei0009/STSTNet/generated5k_mmewAU/000438_mmew_0,47.073540140525935,0.9950045673224781,4.964101552963257,31.000244140625,0.32055453956127167,0.005415916442871094,0.08,567.9
/home/tpei0009/STSTNet/generated5k_mmewAU/000438_mmew_1,100.0,1.0,4.994163990020752,35.17138671875,0.3724646270275116,0.0054035186767578125,0.08,566.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000438_mmew_2,38.895641432503396,0.9709491740149044,4.94708776473999,34.210052490234375,0.26803115755319595,0.005413055419921875,0.08,567.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000500_mmew_0,38.473801620848036,0.9867674444864377,9.969609260559082,15.226715087890625,0.7412787079811096,0.00699615478515625,0.08,733.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000500_mmew_1,40.86132993729709,0.9907908951068033,10.180291652679443,15.752197265625,0.7946337759494781,0.006897926330566406,0.08,723.3
/home/tpei0009/STSTNet/generated5k_mmewAU/000500_mmew_2,39.3406810800395,0.988246431204961,10.267622947692871,17.420440673828125,0.6549777686595917,0.006970405578613281,0.08,730.9
/home/tpei0009/STSTNet/generated5k_mmewAU/000553_mmew_0,39.097949270285646,0.984985852716329,6.317791938781738,22.018310546875,0.6734198927879333,0.006247520446777344,0.08,655.1
/home/tpei0009/STSTNet/generated5k_mmewAU/000553_mmew_1,37.7973809821963,0.9813936256204195,6.333981513977051,19.720916748046875,0.5572688281536102,0.006281852722167969,0.08,658.7
/home/tpei0009/STSTNet/generated5k_mmewAU/000553_mmew_2,37.10042894431274,0.9676253841790661,6.3077075481414795,23.697174072265625,0.5443776547908783,0.006196022033691406,0.08,649.7
/home/tpei0009/STSTNet/generated5k_mmewAU/000574_mmew_0,40.359419833620734,0.9860311694222058,6.383045196533203,26.916351318359375,0.36161987483501434,0.006096839904785156,0.08,639.3
/home/tpei0009/STSTNet/generated5k_mmewAU/000574_mmew_1,33.18107363046163,0.8948677141426455,6.620177745819092,26.266448974609375,0.4003356844186783,0.006214141845703125,0.08,651.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000574_mmew_2,41.53836816678181,0.9912900890608844,6.5584211349487305,22.77667236328125,0.3858020156621933,0.0060882568359375,0.08,638.4
/home/tpei0009/STSTNet/generated5k_mmewAU/000604_mmew_0,35.478271156195305,0.9704494543755982,7.287092447280884,26.432891845703125,0.35428549349308014,0.006876945495605469,0.08,721.1
/home/tpei0009/STSTNet/generated5k_mmewAU/000604_mmew_1,37.425690061971416,0.9830229625723685,7.436030626296997,21.091705322265625,0.5078673809766769,0.007050514221191406,0.08,739.3
/home/tpei0009/STSTNet/generated5k_mmewAU/000604_mmew_2,40.55209500595318,0.991677231962048,7.584097385406494,19.6470947265625,0.48698505759239197,0.0069293975830078125,0.08,726.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000622_mmew_0,41.57289587685433,0.9889357443455851,6.029345989227295,13.8673095703125,0.5104948729276657,0.006152153015136719,0.08,645.1
/home/tpei0009/STSTNet/generated5k_mmewAU/000622_mmew_1,34.612903270798896,0.9556322255335691,6.15755033493042,12.178619384765625,0.6140027046203613,0.0063190460205078125,0.08,662.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000622_mmew_2,41.35990718512909,0.9904688512200521,6.002887010574341,20.554595947265625,0.592994213104248,0.005993843078613281,0.08,628.5
/home/tpei0009/STSTNet/generated5k_mmewAU/000651_mmew_0,39.91930489576045,0.9866703222864196,6.557458877563477,23.173126220703125,0.5792779624462128,0.006041526794433594,0.08,633.5
/home/tpei0009/STSTNet/generated5k_mmewAU/000651_mmew_1,34.846238559324775,0.9577111819922323,6.637921094894409,25.7548828125,0.59994176030159,0.006276130676269531,0.08,658.1
/home/tpei0009/STSTNet/generated5k_mmewAU/000651_mmew_2,37.140000660670836,0.9787581098382454,6.948269367218018,25.278778076171875,0.5459257066249847,0.00634765625,0.08,665.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000700_mmew_0,37.889148020022155,0.9745246720057562,6.126422882080078,21.36529541015625,0.765267014503479,0.0060901641845703125,0.08,638.6
/home/tpei0009/STSTNet/generated5k_mmewAU/000700_mmew_1,100.0,1.0,6.165855884552002,20.8084716796875,0.7857234477996826,0.0059680938720703125,0.08,625.8
