video_path,psnr_mean,ssim_mean,tv_mean,brisque_mean,clip_iqa_mean,num_frames,size_mb,duration_s,bitrate_kbps
/home/tpei0009/LTX-Video/hq_emotion/disgust/f_6966.mp4,37.89317788741031,0.970049269218545,12.959574563162667,19.008238229692353,0.8601103795241125,161,0.11982536315917969,6.708333333333333,149.83870807453417
/home/tpei0009/LTX-Video/hq_emotion/disgust/f_21715.mp4,38.03825400254783,0.9581214619012313,11.426965547644574,22.073194041755627,0.49062896145056495,161,0.10970783233642578,6.708333333333333,137.18698136645963
/home/tpei0009/LTX-Video/hq_emotion/disgust/m_10870.mp4,47.85772876509424,0.9962367556775746,15.174008399063016,16.462052055027176,0.8230388453288108,161,0.0664510726928711,6.708333333333333,83.09545341614907
/home/tpei0009/LTX-Video/hq_emotion/disgust/f_3692.mp4,47.49262147731328,0.9961965984994883,13.342771085893146,-0.15831154769992237,0.8387565612792969,161,0.06569957733154297,6.708333333333333,82.15572670807454
/home/tpei0009/LTX-Video/hq_emotion/disgust/f_10097.mp4,40.27186656866458,0.9856550587282328,22.746192268703293,-8.354383764800078,0.8734974909272993,161,0.11783027648925781,6.708333333333333,147.34390062111802
/home/tpei0009/LTX-Video/hq_emotion/disgust/m_459.mp4,44.321748426017066,0.9932304437255546,10.179693684074449,23.14091084166343,0.4716494973772061,161,0.07180595397949219,6.708333333333333,89.79160248447205
/home/tpei0009/LTX-Video/hq_emotion/disgust/f_563.mp4,40.01525404450128,0.9825783745548016,15.877873681346822,5.592509962757181,0.806496036348876,161,0.12348747253417969,6.708333333333333,154.41808695652176
/home/tpei0009/LTX-Video/hq_emotion/disgust/m_10529.mp4,50.33788598584344,0.9983007989656478,10.524831552683196,41.296033207674206,0.7829285552783042,161,0.040297508239746094,6.708333333333333,50.39105590062112
/home/tpei0009/LTX-Video/hq_emotion/disgust/f_6958.mp4,42.865184451941175,0.9922894270876155,15.727479105410369,0.5860921729425466,0.7311376651621754,161,0.07824039459228516,6.708333333333333,97.83771428571428
/home/tpei0009/LTX-Video/hq_emotion/disgust/f_2395.mp4,41.08806137196833,0.9899252701676406,18.213042904871592,16.110849321258733,0.8144718549266365,161,0.12623119354248047,6.708333333333333,157.84904347826085
/home/tpei0009/LTX-Video/hq_emotion/disgust/f_20841.mp4,47.17709952151206,0.9936042663993325,9.289493880656936,5.57531131720691,0.8998639802014605,161,0.06606197357177734,6.708333333333333,82.60889440993789
